Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId	SourceDisplayName
Sync your settings	**Sync your settings**\n\nTo learn how to sync your settings across devices, see [About sync settings in Windows 10](http://windows.microsoft.com/en-us/windows-10/about-sync-settings-in-windows-10) on Windows.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:sync your settings	[]	False	[]	151	Surface
Change settings in Windows apps	**Change settings in Windows apps**\n\nYou can use settings in an app to change your preferences, find help, and add accounts.\n\n1.  Open the app and select Menu > Settings. ✪\n2.  Select Options and make the changes you want.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:change settings in windows apps	[]	False	[]	152	Surface
Accessibility	**Accessibility**\n\nEase of Access features let you use your Surface the way you want. To see what features are available:\n\n  Go to Start , and select Settings >  Ease of Access. \n\n✪\n\nFor more info about Ease of Access features, see [Make your PC easier to use](http://windows.microsoft.com/en-us/windows-10/getstarted-make-your-pc-easier-to-use) on Windows.com. (Some of these options may not be available on your Surface Book.)	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:accessibility	[]	False	[{"DisplayOrder":0,"QnaId":154,"Qna":null,"DisplayText":"Ease of Access options for Surface"},{"DisplayOrder":1,"QnaId":161,"Qna":null,"DisplayText":"Other options"},{"DisplayOrder":2,"QnaId":168,"Qna":null,"DisplayText":"Customize the sign-in screen"}]	153	Surface
Ease of Access options for Surface	Your Surface Book offers the following features.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:ease of access options for surface	[]	False	[{"DisplayOrder":0,"QnaId":155,"Qna":null,"DisplayText":"Narrator:"},{"DisplayOrder":1,"QnaId":156,"Qna":null,"DisplayText":"Magnifier:"},{"DisplayOrder":2,"QnaId":157,"Qna":null,"DisplayText":"High contrast:"},{"DisplayOrder":3,"QnaId":158,"Qna":null,"DisplayText":"Closed captions:"},{"DisplayOrder":4,"QnaId":159,"Qna":null,"DisplayText":"Keyboard:"},{"DisplayOrder":5,"QnaId":160,"Qna":null,"DisplayText":"Mouse:"}]	154	Surface
Narrator:	Reads the text on your screen aloud. For more info, see [Hear text read aloud with](http://windows.microsoft.com/en-us/windows-10/getstarted-hear-text-read-aloud) [Narrator](http://windows.microsoft.com/en-us/windows-10/getstarted-hear-text-read-aloud) .	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	155	Surface
Magnifier:	Enlarges your screen or parts of it to make words and images easier to see.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	156	Surface
High contrast:	Lets you use a high-contrast theme that makes items easier to read on your Surface.\n\n*   To use a high-contrast theme, under Choose a theme, select any high-contrast theme, select any color to change that type of text or background color, and select Apply.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	157	Surface
Closed captions:	Lets you control fonts and other features related to closed captions.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	158	Surface
Keyboard:	Lets you control your Surface by using a touch keyboard.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	159	Surface
Mouse:	Allows you to change the size and color of the mouse pointer and use the numeric keypad to control the mouse.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	160	Surface
Other options	These options make Surface easier to use:	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:other options	[]	False	[{"DisplayOrder":0,"QnaId":162,"Qna":null,"DisplayText":"Play animations in Windows:"},{"DisplayOrder":1,"QnaId":163,"Qna":null,"DisplayText":"Show Windows background:"},{"DisplayOrder":2,"QnaId":164,"Qna":null,"DisplayText":"Show notifications for:"},{"DisplayOrder":3,"QnaId":165,"Qna":null,"DisplayText":"Cursor thickness:"},{"DisplayOrder":4,"QnaId":166,"Qna":null,"DisplayText":"Show visual feedback when I touch the screen:"},{"DisplayOrder":5,"QnaId":167,"Qna":null,"DisplayText":"Use darker, larger visual feedback (ideal for presentations):"}]	161	Surface
Play animations in Windows:	To see animations whenever you open and switch apps, select On.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	162	Surface
Show Windows background:	To see a background image instead of a black background on the Desktop, select On.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	163	Surface
Show notifications for:	If notifications appear and disappear too quickly, choose a time (five, seven, 15, or 30 seconds; one or five minutes) to change how long they’re visible.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	164	Surface
Cursor thickness:	If the curser is too hard to see, you can change its thickness.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	165	Surface
Show visual feedback when I touch the screen:	To see a gray animation wherever you touch the screen, select On.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	166	Surface
Use darker, larger visual feedback (ideal for presentations):	To see a larger, darker animation wherever you touch the screen, select On.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	167	Surface
Customize the sign-in screen	**Customize the sign-in screen**\n\nGo to Start , and select Settings > Ease of Access to make any of the following settings available every time Surface starts:\n\n*   Narrator\n*   Magnifier\n*   High contrast\n*   Closed captions\n*   Keyboard\n*   Mouse	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:customize the sign-in screen	[]	False	[]	168	Surface
Clean and care for your Surface Book	**Clean and care for your Surface Book**\n\nTo keep your Surface Book looking and working great, follow these simple steps.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:clean and care for your surface book	[]	False	[{"DisplayOrder":0,"QnaId":170,"Qna":null,"DisplayText":"Touchscreen care"},{"DisplayOrder":1,"QnaId":174,"Qna":null,"DisplayText":"Cover and keyboard care"},{"DisplayOrder":2,"QnaId":175,"Qna":null,"DisplayText":"Power cord care"}]	169	Surface
Touchscreen care	Scratches, oil, dust, chemicals, and ultraviolet light can affect the performance of your touchscreen. Here are some things you can do to help protect the screen:	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:touchscreen care	[]	False	[{"DisplayOrder":0,"QnaId":171,"Qna":null,"DisplayText":"Clean it frequently."},{"DisplayOrder":1,"QnaId":172,"Qna":null,"DisplayText":"Keep it covered."},{"DisplayOrder":2,"QnaId":173,"Qna":null,"DisplayText":"Keep it out of the sun."}]	170	Surface
Clean it frequently.	The Surface Book touchscreen has been coated to make it easier to clean. You don’t need to rub hard to remove fingerprints or oily spots. To avoid scratches, use a soft, lint-free cloth to gently wipe the screen. You can dampen the cloth with water or an eyeglass cleaner, but don’t apply liquids directly to your Surface. Don’t use window cleaner or other chemical cleaners on your Surface.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	171	Surface
Keep it covered.	Close the keyboard while you’re in transit or not using your Surface Book.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	172	Surface
Keep it out of the sun.	Do not leave your Surface Book in direct sunlight for a long time. Ultraviolet light and excessive heat can damage the display.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf		[]	False	[]	173	Surface
Cover and keyboard care	**Cover and keyboard care**\n\nThe Surface Book keyboard requires minimal care to function well. To clean the keyboard, wipe it with a lint-free cloth dampened in mild soap and water. Don’t apply liquids directly to your Surface.\n\nFor more info about safely cleaning and caring for Surface, see [Safety and regulatory information](http://www.microsoft.com/surface/support/hardware-and-drivers/safety-and-regulatory-information) .	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:cover and keyboard care	[]	False	[]	174	Surface
Power cord care	**Power cord care**\n\nPower cords, like any other metal wire or cable, can be weakened or damaged if repeatedly twisted or bent in the same spot. Here are some things you can do to keep your power cord from being damaged:\n\n*   Avoid twisting or pinching your power cord.\n*   Don’t wrap your power cord too tightly, especially around the power brick. Instead, wrap it using loose coils rather than tight angles.\n*   Inspect your power cord regularly, especially where it joins the power brick.\n*   Avoid pulling on the power cord when unplugging your Surface. Gently removing the connector from the charging connector can help prevent damage.\n\nFor more info, see [Clean and care for your Surface](http://www.microsoft.com/surface/support/performance-and-maintenance/clean-and-care-for-your-surface) on Surface.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:power cord care	[]	False	[]	175	Surface
Registration, repair, and warranty		https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:registration, repair, and warranty	[]	False	[{"DisplayOrder":0,"QnaId":177,"Qna":null,"DisplayText":"Register your Surface Book"},{"DisplayOrder":1,"QnaId":178,"Qna":null,"DisplayText":"Repair"},{"DisplayOrder":2,"QnaId":179,"Qna":null,"DisplayText":"Warranty"},{"DisplayOrder":3,"QnaId":180,"Qna":null,"DisplayText":"Safety and regulatory information"}]	176	Surface
Register your Surface Book	**Register your Surface Book**\n\nIf you haven’t already registered your Surface Book and other Surface products, you can do so at [microsoft.com/surface/support/register](http://www.microsoft.com/surface/support/register) . You’ll need your Microsoft account (the email address and password that you use to sign in to your Surface and to download apps from the Windows Store), and the serial number of your Surface Book keyboard or Clipboard.\n\nFor more info, see [Find the serial number on Surface](http://www.microsoft.com/surface/support/warranty-service-and-recovery/find-the-serial-number-on-surface) .	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:register your surface book	[]	False	[]	177	Surface
Repair	**Repair**\n\nBefore sending your Surface Book in for service, check out the [Surface troubleshooting articles](http://www.microsoft.com/surface/support/troubleshoot) on Surface.com. If you can’t solve the problem with troubleshooting, [contact us](http://www.microsoft.com/surface/support/contact-us) through Surface.com.\n\nIf you continue to have a problem with your Surface, you can open a service request and send your product in for service.\n\nBefore you send your Surface in for service, see [How to prepare your Surface for service](http://www.microsoft.com/surface/support/warranty-service-and-recovery/how-to-get-your-surface-ready-for-service) . Then go to [Send my Surface in for service](http://www.microsoft.com/surface/support/service-order) on Surface.com, sign in with your Microsoft account, and follow the on-screen instructions.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:repair	[]	False	[]	178	Surface
Warranty	**Warranty**\n\nFor warranty info, see [Surface warranty](http://www.microsoft.com/surface/support/warranty-service-and-recovery/surface-warranty) and [Surface warranty documents](http://www.microsoft.com/surface/support/documents) on Surface.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:warranty	[]	False	[]	179	Surface
Safety and regulatory information	**Safety and regulatory information**\n\nSee [Safety and regulatory information](https://www.microsoft.com/surface/support/hardware-and-drivers/safety-and-regulatory-information) on Surface.com.	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:safety and regulatory information	[]	False	[]	180	Surface
More help	**More help**\n\nFor more how-to info and help for Surface Book, go to [www.surface.com/support](http://www.surface.com/support) .	https://download.microsoft.com/download/7/B/1/7B10C82E-F520-4080-8516-5CF0D803EEE0/surface-book-user-guide-EN.pdf	explicitlytaggedheading:more help	[]	False	[]	181	Surface
